기관명,분류,검진실 전화번호,대표번호,도시,지역구,상세주소,관련 검진수,일반검진,위암검진,간암검진,대장암검진,유방암검진,우편번호,권역,위도(X),경도(Y),정렬용_지역키
두얼의원,의원,02-421-2284,02-421-2284,서울특별시,송파구,서울특별시 송파구 마천로 35 2층 (방이동),0,FALSE,FALSE,FALSE,FALSE,FALSE,05639,수도권,127.124872436196,37.5093225310059,11_710
참내과의원,내과의원,02-430-9168,02-430-9168,서울특별시,송파구,"서울특별시 송파구 동남로 141 2층 (가락동, 옥산빌딩)",5,TRUE,TRUE,TRUE,TRUE,TRUE,05827,수도권,127.126252486711,37.4919026462716,11_710
참사랑가정의원,의원,02-407-7588,02-407-7588,서울특별시,송파구,"서울특별시 송파구 새말로8길 6 (문정동, 2층)",2,TRUE,FALSE,TRUE,FALSE,FALSE,05817,수도권,127.126350492288,37.4822158095347,11_710
엠버여성의원,의원,02-422-0333,02-422-0333,서울특별시,송파구,서울특별시 송파구 송파대로 374 3층 301호 (송파동) ,0,FALSE,FALSE,FALSE,FALSE,FALSE,05676,수도권,127.111218586474,37.5013306576198,11_710
서종내과의원,내과의원,02-419-7579,02-419-7579,서울특별시,송파구,"서울특별시 송파구 백제고분로 168 (잠실동, 2층)",4,TRUE,TRUE,TRUE,TRUE,FALSE,05577,수도권,127.085313533194,37.5048483776498,11_710
김성희마리안산부인과의원,의원,02-419-2009,02-419-2009,서울특별시,송파구,"서울특별시 송파구 올림픽로35가길 9 2층 (신천동, 잠실푸르지오월드마크 )",0,FALSE,FALSE,FALSE,FALSE,FALSE,05510,수도권,127.103444795508,37.5174846188512,11_710
서울아산샘내과의원,내과의원,02-431-0075,02-431-0075,서울특별시,송파구,"서울특별시 송파구 오금로 505 상호빌딩 4층 401호,402호 (거여동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,05768,수도권,127.144848887595,37.49321290704,11_710
서울삼성내과의원,내과의원,02-415-7588,02-415-7588,서울특별시,송파구,서울특별시 송파구 백제고분로 126 오룡빌딩 2층3층4층5층 (잠실동),5,TRUE,TRUE,TRUE,TRUE,TRUE,05574,수도권,127.08075330646,37.5061702039866,11_710
굿앤웰내과소아청소년과의원,내과의원,02-2145-4126,02-2145-4126,서울특별시,송파구,"서울특별시 송파구 올림픽로 212 207호,208호 (잠실동, 갤러리아팰리스)",4,TRUE,TRUE,TRUE,TRUE,FALSE,05553,수도권,127.094231575378,37.5107067799275,11_710
한사랑의원,의원,02-423-5334,02-423-5334,서울특별시,송파구,"서울특별시 송파구 올림픽로 435 (신천동, 파크리오B상가 307호)",0,FALSE,FALSE,FALSE,FALSE,FALSE,05507,수도권,127.104971745978,37.5213592954462,11_710
삼전내과의원,내과의원,02-425-1401,02-425-1401,서울특별시,송파구,서울특별시 송파구 백제고분로 210 2층 (삼전동),3,TRUE,TRUE,TRUE,FALSE,FALSE,05582,수도권,127.089854979646,37.5035609879437,11_710
더블유산부인과의원,의원,02-421-0430,02-421-0430,서울특별시,송파구,"서울특별시 송파구 올림픽로 119 2층 B1,B2호 (잠실동, 잠실파인애플상가)",0,FALSE,FALSE,FALSE,FALSE,FALSE,05501,수도권,127.084186279267,37.5120843432468,11_710
송파GF의원,의원,02-413-9977,02-413-9977,서울특별시,송파구,서울특별시 송파구 백제고분로 261 202호 (삼전동),1,TRUE,FALSE,FALSE,FALSE,FALSE,05603,수도권,127.095534223877,37.5027267956952,11_710
아미산부인과의원,의원,02-3432-7373,02-3432-7373,서울특별시,송파구,"서울특별시 송파구 백제고분로 204 (삼전동, 4층)",0,FALSE,FALSE,FALSE,FALSE,FALSE,05581,수도권,127.089234537921,37.5037486871523,11_710
미소와산부인과의원,의원,02-2135-7585,02-2135-7585,서울특별시,송파구,서울특별시 송파구 법원로 114 엠스테이트 C동 204호 (문정동),0,FALSE,FALSE,FALSE,FALSE,FALSE,05854,수도권,127.12100938212,37.4860552797801,11_710
킴스의원,의원,02-402-6555,02-402-6555,서울특별시,송파구,서울특별시 송파구 오금로 518 2~6층 (거여동),5,TRUE,TRUE,TRUE,TRUE,TRUE,05773,수도권,127.14634805575,37.4927882171137,11_710
햇살가득내과의원,내과의원,02-401-7566,02-476-7566,서울특별시,송파구,"서울특별시 송파구 동남로 236 (가락동, 영빌딩 3,4층)",5,TRUE,TRUE,TRUE,TRUE,TRUE,05769,수도권,127.133518912828,37.497535407404,11_710
한국건강관리협회 건강증진의원,의원,02-2140-6000,02-2140-6000,서울특별시,송파구,"서울특별시 송파구 올림픽로 269 3,5,9층 (신천동, 롯데캐슬골드)",5,TRUE,TRUE,TRUE,TRUE,TRUE,05510,수도권,127.100611434725,37.5144273491608,11_710
고은빛산부인과의원,의원,02-421-3030,02-421-3030,서울특별시,송파구,"서울특별시 송파구 오금로 95 국제빌딩 지하1층, 2~8층 (방이동)",0,FALSE,FALSE,FALSE,FALSE,FALSE,05548,수도권,127.107697279627,37.5137872449326,11_710
송파가정의학과의원,의원,02-417-6165,02-417-6165,서울특별시,송파구,"서울특별시 송파구 오금로32길 28 (송파동, 수정빌딩 201호)",0,FALSE,FALSE,FALSE,FALSE,FALSE,05672,수도권,127.119251232146,37.5039476303006,11_710
Dr홍연합의원,의원,02-483-0075,02-483-0075,서울특별시,송파구,서울특별시 송파구 토성로 78 203호 (풍납동) ,1,TRUE,FALSE,FALSE,FALSE,FALSE,05538,수도권,127.118409964876,37.5280338232329,11_710
잠실연세내과의원,내과의원,02-417-7600,02-417-7600,서울특별시,송파구,"서울특별시 송파구 올림픽로 116 (잠실동, 메디시티빌딩 6층)",5,TRUE,TRUE,TRUE,TRUE,TRUE,05558,수도권,127.083493797373,37.5113414162929,11_710
서울삼성여성의원,의원,02-2202-0230,02-2202-0230,서울특별시,송파구,서울특별시 송파구 석촌호수로 61 트리지움 413호 (잠실동) ,0,FALSE,FALSE,FALSE,FALSE,FALSE,05555,수도권,127.086224807954,37.5106960472158,11_710
유비아여성의원,의원,02-414-9922,02-414-9922,서울특별시,송파구,"서울특별시 송파구 올림픽로 106 (잠실동, 10층) ",0,FALSE,FALSE,FALSE,FALSE,FALSE,05557,수도권,127.082554280386,37.5113962270067,11_710
본가정의학과의원,의원,02-3431-7937,02-3431-7937,서울특별시,송파구,"서울특별시 송파구 올림픽로 435 (신천동, 파크리오B상가 411호)",0,FALSE,FALSE,FALSE,FALSE,FALSE,05507,수도권,127.104971745978,37.5213592954462,11_710
건강한내과의원,내과의원,02-424-2842,02-424-2842,서울특별시,송파구,"서울특별시 송파구 충민로2길 24 (장지동, 리더스플라자 401호)",4,TRUE,TRUE,TRUE,TRUE,FALSE,05816,수도권,127.127283305984,37.4776438114231,11_710
(스카이메디)연세건강증진내과의원,내과의원,02-418-9999,02-418-9999,서울특별시,송파구,"서울특별시 송파구 송파대로 371 2층,3층,4층 (석촌동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,05697,수도권,127.110750931193,37.5007800420051,11_710
메디큐내과의원,내과의원,02-6032-7001,02-6032-7001,서울특별시,송파구,서울특별시 송파구 삼전로 77 성원빌딩 2층 (잠실동),4,TRUE,TRUE,TRUE,TRUE,FALSE,05567,수도권,127.088725786582,37.5056186560075,11_710
사랑아이여성의원,의원,02-419-7502,02-419-7501,서울특별시,송파구,"서울특별시 송파구 백제고분로 69 2,3층 (잠실동, 애플타워)",0,FALSE,FALSE,FALSE,FALSE,FALSE,05556,수도권,127.079041855687,37.5105318635531,11_710
서울아산탑내과의원,내과의원,02-412-5800,02-412-5800,서울특별시,송파구,서울특별시 송파구 마천로 25 민성빌딩 2층 (방이동),5,TRUE,TRUE,TRUE,TRUE,TRUE,05639,수도권,127.123907241992,37.5096840391612,11_710
연세믿음내과의원,내과의원,02-3432-8851,02-3432-9951,서울특별시,송파구,"서울특별시 송파구 올림픽로 119 잠실파인애플상가 3층 B11, B12호 (잠실동)",4,TRUE,TRUE,TRUE,TRUE,FALSE,05501,수도권,127.084186279267,37.5120843432468,11_710
서울권앤김내과의원,내과의원,02-421-8811,02-421-8811,서울특별시,송파구,"서울특별시 송파구 석촌호수로 61 3층 308호 (잠실동, 트리지움상가)",5,TRUE,TRUE,TRUE,TRUE,TRUE,05555,수도권,127.086211355223,37.5107020036631,11_710
위례별가정의학과의원,의원,02-443-8275,02-443-8275,서울특별시,송파구,"서울특별시 송파구 위례광장로 136 상가D동 202,203,204호 (장지동, 위례아이파크) ",4,TRUE,TRUE,TRUE,TRUE,FALSE,05852,수도권,127.142374845651,37.4771958181254,11_710
오금우리내과의원,내과의원,02-409-3030,02-409-3030,서울특별시,송파구,서울특별시 송파구 마천로 190 청전빌딩 3층 (오금동) ,4,TRUE,TRUE,TRUE,TRUE,FALSE,05739,수도권,127.139709410782,37.5025486507772,11_710
미래연여성의원,의원,02-6012-2220,02-6012-2220,서울특별시,송파구,"서울특별시 송파구 올림픽로35다길 42 2층 202호 (신천동, 한국루터회관)",0,FALSE,FALSE,FALSE,FALSE,FALSE,05510,수도권,127.103068896795,37.5152535228382,11_710
송파성모내과의원,내과의원,02-6080-1721,02-6080-1721,서울특별시,송파구,"서울특별시 송파구 법원로 114 엠스테이트 C동 2층 207,208,220,221호 (문정동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,05854,수도권,127.12100938212,37.4860552797801,11_710
오수연유외과의원,의원,02-423-6152,02-423-6152,서울특별시,송파구,"서울특별시 송파구 법원로 114 C동 209, 210호 (문정동, 엠스테이트)",1,FALSE,FALSE,FALSE,FALSE,TRUE,05854,수도권,127.12100938212,37.4860552797801,11_710
다온헬스케어의원,의원,02-6941-0101,02-6941-0101,서울특별시,송파구,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오 하비오타워 법조대로 205동 401~419호)",5,TRUE,TRUE,TRUE,TRUE,TRUE,05837,수도권,127.124979804141,37.4796870553794,11_710
이민규내과의원,내과의원,02-401-0058,02-401-0058,서울특별시,송파구,"서울특별시 송파구 새말로 125 4층 403호 (문정동, 어은회관)",4,TRUE,TRUE,TRUE,TRUE,FALSE,05809,수도권,37.48306713457664,127.12805919259907,11_710
삼성어울림의원,의원,02-2038-0179,02-2038-0179,서울특별시,송파구,"서울특별시 송파구 송파대로 562 9층 일부 호 (신천동, 한빛프라자,삼성웰리스아파트)",1,TRUE,FALSE,FALSE,FALSE,FALSE,05510,수도권,127.099502662936,37.5153235254771,11_710
김미경산부인과의원,의원,02-402-2700,02-401-2256,서울특별시,송파구,"서울특별시 송파구 송파대로 111 205동 313호 (문정동, 파크하비오)",0,FALSE,FALSE,FALSE,FALSE,FALSE,05837,수도권,127.124979804141,37.4796870553794,11_710
송파항외과의원,의원,02-402-2777,02-402-2777,서울특별시,송파구,서울특별시 송파구 오금로 420 한라산업개발빌딩 6층 (가락동),4,TRUE,TRUE,TRUE,TRUE,FALSE,05769,수도권,127.136277101616,37.4969894018022,11_710
비너스산부인과의원,의원,02-2138-3675,02-2138-3675,서울특별시,송파구,서울특별시 송파구 송파대로 284 소석빌딩 4층 (가락동) ,0,FALSE,FALSE,FALSE,FALSE,FALSE,05711,수도권,127.117287159025,37.4948013251605,11_710
속속내과의원,내과의원,02-408-7555,02-408-7555,서울특별시,송파구,서울특별시 송파구 양재대로 1164 홍일빌딩 6층 (오금동),5,TRUE,TRUE,TRUE,TRUE,TRUE,05652,수도권,127.128258090026,37.5110472091949,11_710
송파윌내과의원,내과의원,02-406-3611,02-406-3611,서울특별시,송파구,"서울특별시 송파구 오금로 404 (가락동, 303호)",4,TRUE,TRUE,TRUE,TRUE,FALSE,05769,수도권,127.135121781578,37.4975927810188,11_710
이브여성의원,의원,02-3402-3378,02-3402-3378,서울특별시,송파구,"서울특별시 송파구 오금로 507 (거여동, 거여빌딩 401호)",0,FALSE,FALSE,FALSE,FALSE,FALSE,05768,수도권,127.145182400016,37.4932343921124,11_710
연세국민건강내과소아청소년과의원,내과의원,02-6954-7525,02-6954-7525,서울특별시,송파구,"서울특별시 송파구 중대로 105 가락 ID TOWER 201~203, 301, 303호 (가락동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,05719,수도권,127.120052549745,37.493586152986,11_710
삼성강내과의원,내과의원,02-407-7950,02-407-7950,서울특별시,송파구,"서울특별시 송파구 양재대로 1222 올림픽프라자 2층 70,3호 (방이동)",4,TRUE,TRUE,TRUE,TRUE,FALSE,05648,수도권,127.131063164753,37.5157276361757,11_710
잠실연세하와유외과의원,의원,02-415-7001,02-415-7001,서울특별시,송파구,"서울특별시 송파구 송파대로 562 4층 (신천동, 한빛프라자,삼성웰리스아파트)",1,FALSE,FALSE,FALSE,FALSE,TRUE,05510,수도권,127.099502662936,37.5153235254771,11_710
민성가정의학과의원,의원,02-422-9970,02-422-9970,서울특별시,송파구,서울특별시 송파구 백제고분로 216 401호 (삼전동),0,FALSE,FALSE,FALSE,FALSE,FALSE,05582,수도권,127.090519177046,37.5033659538082,11_710
서울박현경내과의원,내과의원,02-6952-0094,02-6952-0094,서울특별시,송파구,서울특별시 송파구 가락로 111 영보빌딩 2층 201호 (석촌동),4,TRUE,TRUE,TRUE,TRUE,FALSE,05687,수도권,127.108341744476,37.5015526358242,11_710
닥터예스팀산부인과의원,의원,02-423-6614,02-423-6614,서울특별시,송파구,서울특별시 송파구 마천로 29 6층 (방이동),0,FALSE,FALSE,FALSE,FALSE,FALSE,05639,수도권,127.124243586707,37.5095312359703,11_710
호수내과의원,내과의원,02-422-4566,02-422-4566,서울특별시,송파구,"서울특별시 송파구 송파대로 438 녹십초빌딩 2,3층 (송파동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,05626,수도권,127.107019269988,37.5059260588638,11_710
아산미즈영상의학과의원,의원,02-474-5599,02-474-5599,서울특별시,송파구,"서울특별시 송파구 강동대로 74 5층 501,502호 (풍납동)",1,FALSE,FALSE,FALSE,FALSE,TRUE,05506,수도권,127.114931882654,37.5264402340298,11_710
아산사랑의원,의원,02-485-8508,02-485-8508,서울특별시,송파구,"서울특별시 송파구 풍성로 52 상가동 1층 16,17호 (풍납동, 대아아파트)",0,FALSE,FALSE,FALSE,FALSE,FALSE,05528,수도권,127.118097938009,37.5334814070449,11_710
송파베스트내과의원,내과의원,02-6213-5200,,서울특별시,송파구,서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 C동 2층 208~210호 (문정동),5,TRUE,TRUE,TRUE,TRUE,TRUE,05854,수도권,127.120453991896,37.4868314347245,11_710
연세송앤김내과의원,내과의원,02-423-3242,02-423-3242,서울특별시,송파구,"서울특별시 송파구 삼전로10길 11 1~2층 103~105, 2층전체호 (삼전동)",4,TRUE,TRUE,TRUE,TRUE,FALSE,05600,수도권,127.090762393196,37.5057532505897,11_710
연세수피아산부인과의원,의원,02-408-8275,02-408-8275,서울특별시,송파구,서울특별시 송파구 위례서로 248 301~302호 (거여동),0,FALSE,FALSE,FALSE,FALSE,FALSE,05790,수도권,127.142262855079,37.4866427532962,11_710
강플러스내과의원,내과의원,02-400-8827,02-400-8827,서울특별시,송파구,"서울특별시 송파구 마천로 295-1 메디파크빌딩 2,3층 (마천동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,05757,수도권,127.149199609227,37.4962804641087,11_710
더힐병원,병원,02-401-2119,1555-1627,서울특별시,송파구,서울특별시 송파구 송이로 81 지하2층~지상7층층 (가락동) ,2,TRUE,FALSE,TRUE,FALSE,FALSE,05706,수도권,127.120406004335,37.4987777513439,11_710
연세라이프내과의원,내과의원,02-6956-7579,02-6956-7579,서울특별시,송파구,서울특별시 송파구 올림픽로 114 서경빌딩 4층 (잠실동),5,TRUE,TRUE,TRUE,TRUE,TRUE,05558,수도권,127.083186991735,37.5113890255791,11_710
닥터오즈여성의원,의원,02-420-5350,02-420-5350,서울특별시,송파구,"서울특별시 송파구 올림픽로35길 112 장미상가 B동 224,225,232,233호 (신천동) (신천동)",0,FALSE,FALSE,FALSE,FALSE,FALSE,05504,수도권,127.101917258808,37.5178866228576,11_710
마천서울내과의원,내과의원,02-408-8119,02-408-8119,서울특별시,송파구,서울특별시 송파구 거마로 61 강동중앙의원 2층 (마천동),5,TRUE,TRUE,TRUE,TRUE,TRUE,05734,수도권,127.14641603571,37.4984748324042,11_710
하나산부인과의원,의원,02-408-3814,02-408-3814,서울특별시,송파구,서울특별시 송파구 마천로 53 3층 (오금동),0,FALSE,FALSE,FALSE,FALSE,FALSE,05657,수도권,127.126658283213,37.5085512621356,11_710
연세행복내과의원,내과의원,02-2088-7768,02-2088-7768,서울특별시,송파구,서울특별시 송파구 오금로 414 명문빌딩 3층 301호 (가락동),2,TRUE,FALSE,TRUE,FALSE,FALSE,05769,수도권,127.13591630406,37.4972078608831,11_710
백상기백광현내과의원,내과의원,02-484-4377,02-484-4377,서울특별시,송파구,"서울특별시 송파구 토성로 65 202-4호 (풍납동, 태양상가)",5,TRUE,TRUE,TRUE,TRUE,TRUE,05531,수도권,127.117345632021,37.5289079557842,11_710
연세헬리오산부인과의원,의원,02-6482-0008,02-6482-0008,서울특별시,송파구,"서울특별시 송파구 송파대로 345 1A동 4006호 (가락동, 헬리오시티)",0,FALSE,FALSE,FALSE,FALSE,FALSE,05698,수도권,127.102531804188,37.4976145695004,11_710
연세샘유영상의학과의원,의원,02-419-7700,02-419-7700,서울특별시,송파구,"서울특별시 송파구 올림픽로35가길 10 상가동 2층 (신천동, 잠실 더샵스타파크) ",1,FALSE,FALSE,FALSE,FALSE,TRUE,05510,수도권,127.102633008407,37.516940130045,11_710
세온내과의원,내과의원,02-6471-7576,02-6471-7575,서울특별시,송파구,"서울특별시 송파구 올림픽로 212 2층 201호일부,213,214호 (잠실동, 갤러리아팰리스) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,05553,수도권,127.094231575378,37.5107067799275,11_710
드림권내과의원,내과의원,02-6224-7575,02-6224-7575,서울특별시,송파구,"서울특별시 송파구 송파대로 345 A동 5층 5001,5002,5003,5004일부,5011호 (가락동, 헬리오시티) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,05698,수도권,127.102531804188,37.4976145695004,11_710
